title,subject,interal_id,url,id_number,description
Working with units,Algebra I,xac480a0beb464c1b,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:working-units,x2f8bb11595b61c86:working-units,In this unit  we start to think about some general modeling concerns before we dive into modeling situations with different kinds of functions and equations throughout the course.
Linear equations & graphs,Algebra I,xc3c3020c46550ed6,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:linear-equations-graphs,x2f8bb11595b61c86:linear-equations-graphs,In this unit  we learn about linear equations and how we can use their graphs to solve problems.
Forms of linear equations,Algebra I,x75b0106c03631b81,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:forms-of-linear-equations,x2f8bb11595b61c86:forms-of-linear-equations,In this unit  we learn how to write linear equations in different forms to reveal different features of their relationships.
Systems of equations,Algebra I,xa68ae1e712a48d18,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:systems-of-equations,x2f8bb11595b61c86:systems-of-equations,In this unit  we learn how to write systems of equations  solve those systems  and interpret what those solutions mean.
Inequalities (systems & graphs),Algebra I,x4c62c47c5813dbcb,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:inequalities-systems-graphs,x2f8bb11595b61c86:inequalities-systems-graphs,In this unit  we study inequalities like x+2y>5 and graph them. This helps us see their solutions. We also explore systems of inequalities (multiple inequalities at the same time) and use them to describe real-world situations.
Functions,Algebra I,x90009cd8ae422e33,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:functions,x2f8bb11595b61c86:functions,In this unit  we learn about functions  which are mathematical entities that assign unique outputs to given inputs. We'll evaluate  graph  analyze  and create various types of functions.
Sequences,Algebra I,xb87efe63dee477ea,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:sequences,x2f8bb11595b61c86:sequences,In this unit  we learn about the various ways in which we can define sequences. We'll construct arithmetic and geometric sequences to describe patterns and use those sequences to solve problems.
Absolute value & piecewise functions,Algebra I,x5ae1951f49267d10,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:absolute-value-piecewise-functions,x2f8bb11595b61c86:absolute-value-piecewise-functions,In this unit  we learn how to solve and graph absolute value and piecewise equations.
Exponents & radicals,Algebra I,x50868c0eeb0fc226,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:rational-exponents-radicals,x2f8bb11595b61c86:rational-exponents-radicals,In this unit  we review exponent rules and learn about higher-order roots like the cube root (or 3rd root). We'll learn how to calculate these roots and simplify algebraic expressions with radicals.
Exponential growth & decay,Algebra I,x99b99cc8049cbb15,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:exponential-growth-decay,x2f8bb11595b61c86:exponential-growth-decay,In this unit  we learn how to construct  analyze  graph  and interpret basic exponential functions of the form f(x)=a⋅bˣ.
Quadratics Multiplying & factoring,Algebra I,x74fe17fcb435bd8c,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:quadratics-multiplying-factoring,x2f8bb11595b61c86:quadratics-multiplying-factoring,There are a lot of great ways to multiply and factor integers. In this unit  we'll build on those strategies to learn how to multiply and factor algebraic expressions.
Quadratic functions & equations,Algebra I,xb7469257365b8042,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:quadratic-functions-equations,x2f8bb11595b61c86:quadratic-functions-equations,In this unit  we learn how to solve quadratic equations  and how to analyze and graph quadratic functions.
Irrational numbers,Algebra I,xb1630cb98ec4bae2,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:irrational-numbers,x2f8bb11595b61c86:irrational-numbers,In this unit  we learn about irrational numbers and how to identify them.
Geometry foundations,High school geometry,x39dc0a7b,https://www.khanacademy.org/math/geometry/hs-geo-foundations,hs-geo-foundations,Review your knowledge about angles  triangles  quadrilaterals  and area.
Transformations,High school geometry,xc244bcf0,https://www.khanacademy.org/math/geometry/hs-geo-transformations,hs-geo-transformations,In this topic you will learn about the most useful math concept for creating video game graphics: geometric transformations  specifically translations  rotations  reflections  and dilations.  You will learn how to perform the transformations  and how to map one figure into another using these transformations.
Congruence,High school geometry,x1d999dce,https://www.khanacademy.org/math/geometry/hs-geo-congruence,hs-geo-congruence,Learn what it means for two figures to be congruent  and how to determine whether two figures are congruent or not. Use this immensely important concept to prove various geometric theorems about triangles and parallelograms.
Similarity,High school geometry,x4192cc77,https://www.khanacademy.org/math/geometry/hs-geo-similarity,hs-geo-similarity,Learn what it means for two figures to be similar  and how to determine whether two figures are similar or not. Use this concept to prove geometric theorems and solve some problems with polygons.
Right triangles & trigonometry,High school geometry,x7597fbbe,https://www.khanacademy.org/math/geometry/hs-geo-trig,hs-geo-trig,Triangles are not always right (although they are never wrong)  but when they are it opens up an exciting world of possibilities.  Not only are right triangles cool in their own right (pun intended)  they are the basis of very important ideas in analytic geometry (the distance between two points in space) and trigonometry.
Solid geometry,High school geometry,x9e6f6ed7,https://www.khanacademy.org/math/geometry/hs-geo-solids,hs-geo-solids,Extend your knowledge about two-dimensional shapes to three dimensions!
Analytic geometry,High school geometry,xaa176d24,https://www.khanacademy.org/math/geometry/hs-geo-analytic-geometry,hs-geo-analytic-geometry,In analytic geometry  also known as coordinate geometry  we think about geometric objects on the coordinate plane. For example  we can see that opposite sides of a parallelogram are parallel by writing a linear equation for each side and seeing that the slopes are the same.
Circles,High school geometry,x735339fa,https://www.khanacademy.org/math/geometry/hs-geo-circles,hs-geo-circles,Explore  prove  and apply important properties of circles that have to do with things like arc length  radians  inscribed angles  and tangents.
Polynomial arithmetic,Algebra II,xbc1ac6a3b5dc07bc,https://www.khanacademy.org/math/algebra2/x2ec2f6f830c9fb89:poly-arithmetic,x2ec2f6f830c9fb89:poly-arithmetic,In Algebra 2  students learn about the analog between polynomials and the integers  through adding  subtracting  and multiplying polynomials. This also paves the way for factoring and dividing polynomials.
Complex numbers,Algebra II,xdaca582eeb00c1eb,https://www.khanacademy.org/math/algebra2/x2ec2f6f830c9fb89:complex,x2ec2f6f830c9fb89:complex,Complex numbers are built on the idea that we can define the number i (called "the imaginary unit") to be the principal square root of -1  or a solution to the equation x²=-1. From this starting point evolves a rich and exciting world of the number system that encapsulates everything we have known before: integers  rational  and real numbers.
Polynomial factorization,Algebra II,x314ac65fc1757b57,https://www.khanacademy.org/math/algebra2/x2ec2f6f830c9fb89:poly-factor,x2ec2f6f830c9fb89:poly-factor,In Algebra 1  students rewrote (factored) quadratic expressions as the product of two linear factors. This helped them learn about the behavior of quadratic functions. In Algebra 2  we extend this idea to rewrite polynomials in degrees higher than 2 as products of linear factors. This will help us investigate polynomial functions. It also allows us to prove polynomial identities  which are mathematical statements that describe numerical relationships.
Polynomial division,Algebra II,xa050f0299770c96c,https://www.khanacademy.org/math/algebra2/x2ec2f6f830c9fb89:poly-div,x2ec2f6f830c9fb89:poly-div,After we have added  subtracted  and multiplied polynomials  it's time to divide them! This will prove to be a little bit more sophisticated. It turns out that not every polynomial division results in a polynomial. When it doesn't  we end up with a remainder (just like with integer division!).
Polynomial graphs,Algebra II,x835a28c20041d5ae,https://www.khanacademy.org/math/algebra2/x2ec2f6f830c9fb89:poly-graphs,x2ec2f6f830c9fb89:poly-graphs,In this unit  we will use everything that we know about polynomials in order to analyze their graphical behavior. Specifically  we will find polynomials' zeros (i.e.  x-intercepts) and analyze how they behave as the x-values become infinitely positive or infinitely negative (i.e.  end-behavior).
Rational exponents and radicals,Algebra II,xd967cd7277c855c9,https://www.khanacademy.org/math/algebra2/x2ec2f6f830c9fb89:exp,x2ec2f6f830c9fb89:exp,In middle school  students learned about integer powers—first positive and then also negative. In Algebra 2  we extend this concept to include rational powers. We will define how they work  and use them to rewrite exponential expressions in various ways.
Exponential models,Algebra II,x0c845901f30a6647,https://www.khanacademy.org/math/algebra2/x2ec2f6f830c9fb89:exp-model,x2ec2f6f830c9fb89:exp-model,In Algebra 1  students worked with simple exponential models to describe various real-world situations. In Algebra 2  we go deeper and study models that are more elaborate.
Logarithms,Algebra II,x8b9f8cb2c51b39b3,https://www.khanacademy.org/math/algebra2/x2ec2f6f830c9fb89:logs,x2ec2f6f830c9fb89:logs,Logarithms are the inverses of exponents. They allow us to solve hairy exponential equations  and they are a good excuse to dive deeper into the relationship between a function and its inverse.
Transformations of functions,Algebra II,xb0d69a1fe3040ad2,https://www.khanacademy.org/math/algebra2/x2ec2f6f830c9fb89:transformations,x2ec2f6f830c9fb89:transformations,In Algebra 1  students reasoned about graphs of absolute value and quadratic functions by thinking of them as transformations of the parent functions |x| and x². In this unit  we extend this idea to include transformations of any function whatsoever. This fascinating concept allows us to graph many other types of functions  like square/cube root  exponential and logarithmic functions.
Equations,Algebra II,x0fc738fa9166acfa,https://www.khanacademy.org/math/algebra2/x2ec2f6f830c9fb89:eq,x2ec2f6f830c9fb89:eq,In Algebra 1  students solves linear and quadratic equations  and learned how the two processes are based on the same logical principles. In this unit  we extend these processes to solve a greater variety of equations  like rational and radical equations. We learn that we may sometimes get extraneous solutions. We also solve systems that include quadratic equations  and learn how we can use graphs to estimate a solution for any kind of equation!
Trigonometry,Algebra II,x2f2d4cfb7bc655d8,https://www.khanacademy.org/math/algebra2/x2ec2f6f830c9fb89:trig,x2ec2f6f830c9fb89:trig,In Geometry  students learned about the trigonometric ratios sine  cosine  and tangent. In this unit  we extend these ideas into functions that are defined for all real numbers! We learn about the behavior of those functions and use them to model real-world situations.
Modeling,Algebra II,x73663255d45f4fbe,https://www.khanacademy.org/math/algebra2/x2ec2f6f830c9fb89:modeling,x2ec2f6f830c9fb89:modeling,This unit dives deeper into the world of modeling. We will take our knowledge about all the different function types we were exposed to so far  and use it to model and analyze various phenomena.
Rational functions,Algebra II,x1b0d86655588216f,https://www.khanacademy.org/math/algebra2/x2ec2f6f830c9fb89:rational,x2ec2f6f830c9fb89:rational,Just as the polynomials are analogous to the integers  rational functions are analogous to the rational numbers. We will learn more about this analogy as we rewrite various rational expressions  and also think about their graphical behavior.
Trigonometry with right triangles,Trigonometry,x74f9f730,https://www.khanacademy.org/math/trigonometry/trigonometry-right-triangles,trigonometry-right-triangles,Learn the basics of trigonometry: What are sine  cosine  and tangent? How can we use them to solve for unknown sides and angles in right triangles?
Trigonometry with general triangles,Trigonometry,x3f4bb451,https://www.khanacademy.org/math/trigonometry/trig-with-general-triangles,trig-with-general-triangles,Learn how to use trigonometry in order to find missing sides and angles in any triangle.
The unit circle definition of sine cosine and tangent,Trigonometry,x36c957e4,https://www.khanacademy.org/math/trigonometry/unit-circle-trig-func,unit-circle-trig-func,Learn how the trigonometric ratios are extended to all real numbers using algebra. Start solving simple problems that involve this new definition of the trigonometric functions.
Graphs of trigonometric functions,Trigonometry,xb1166488,https://www.khanacademy.org/math/trigonometry/trig-function-graphs,trig-function-graphs,Learn how to graph trigonometric functions and how to interpret those graphs. Learn how to construct trigonometric functions from their graphs or other features.
Trigonometric equations and identities,Trigonometry,x6c759222,https://www.khanacademy.org/math/trigonometry/trig-equations-and-identities,trig-equations-and-identities,Learn how to solve trigonometric equations and how to use trigonometric identities to solve various problems.
Analyzing categorical data,Statistics and probability,xb4cebf44d3380658,https://www.khanacademy.org/math/statistics-probability/analyzing-categorical-data,analyzing-categorical-data,This unit covers methods for dealing with data that falls into categories. Learn how to use bar graphs  Venn diagrams  and two-way tables to see patterns and relationships in categorical data.
Displaying and comparing quantitative data,Statistics and probability,x375234a0,https://www.khanacademy.org/math/statistics-probability/displaying-describing-data,displaying-describing-data,This unit covers some basic methods for graphing distributions of quantitative data like dot plots  histograms  and stem and leaf plots. We'll also explore how to use those displays to compare the features of different distributions.
Summarizing quantitative data,Statistics and probability,xa5d38c24b6a0567c,https://www.khanacademy.org/math/statistics-probability/summarizing-quantitative-data,summarizing-quantitative-data,This unit covers common measures of center like mean and median. We'll also learn to measure spread or variability with standard deviation and interquartile range  and use these ideas to determine what data can be considered an outlier.
Modeling data distributions,Statistics and probability,x00800084,https://www.khanacademy.org/math/statistics-probability/modeling-distributions-of-data,modeling-distributions-of-data,This unit takes our understanding of distributions to the next level. We'll measure the position of data within a distribution using percentiles and z-scores  we'll learn what happens when we transform data  we'll study how to model distributions with density curves  and we'll look at one of the most important families of distributions called Normal distributions.
Exploring bivariate numerical data,Statistics and probability,x6900e7ff,https://www.khanacademy.org/math/statistics-probability/describing-relationships-quantitative-data,describing-relationships-quantitative-data,We use scatter plots to explore the relationship between two quantitative variables  and we use regression to model the relationship and make predictions. This unit explores linear regression and how to assess the strength of linear models.
Study design,Statistics and probability,xb5daea70,https://www.khanacademy.org/math/statistics-probability/designing-studies,designing-studies,Statistics is all about forming questions and gathering data to explore those questions. This unit covers sampling and survey methods  observational studies  and basic experiment design.
Probability,Statistics and probability,x19ac05e4,https://www.khanacademy.org/math/statistics-probability/probability-library,probability-library,Probability tells us how often some event will happen after many repeated trials. This topic covers theoretical  experimental  compound probability  permutations  combinations  and more!
Counting permutations and combinations,Statistics and probability,x4b5abaed344ec33f,https://www.khanacademy.org/math/statistics-probability/counting-permutations-and-combinations,counting-permutations-and-combinations,This unit covers methods for counting how many possible outcomes there are in various situations. We'll learn about factorial  permutations  and combinations. We'll also look at how to use these ideas to find probabilities.
Random variables,Statistics and probability,x945de217,https://www.khanacademy.org/math/statistics-probability/random-variables-stats-library,random-variables-stats-library,Random variables can be any outcomes from some chance process  like how many heads will occur in a series of 20 flips. We calculate probabilities of random variables and calculate expected value for different types of random variables.
Sampling distributions,Statistics and probability,x263f6b66,https://www.khanacademy.org/math/statistics-probability/sampling-distributions-library,sampling-distributions-library,A sampling distribution shows every possible result a statistic can take in every possible sample from a population and how often each result happens. This topic covers how sample proportions and sample means behave in repeated samples.
Confidence intervals,Statistics and probability,xd7fec8c9,https://www.khanacademy.org/math/statistics-probability/confidence-intervals-one-sample,confidence-intervals-one-sample,Confidence intervals give us a range of plausible values for some unknown value based on results from a sample. This topic covers confidence intervals for means and proportions.
Significance tests (hypothesis testing),Statistics and probability,x9e08eb70,https://www.khanacademy.org/math/statistics-probability/significance-tests-one-sample,significance-tests-one-sample,Significance tests give us a formal process for using sample data to evaluate the likelihood of some claim about a population value. We calculate p-values to see how likely a sample result is to occur by random chance  and we use p-values to make conclusions about hypotheses.
Two-sample inference for the difference between groups,Statistics and probability,xc1d3489e,https://www.khanacademy.org/math/statistics-probability/significance-tests-confidence-intervals-two-samples,significance-tests-confidence-intervals-two-samples,Learn how to apply what you know about confidence intervals and significance tests to situations that involve comparing two samples to see if there is a significant difference between the two populations.
Inference for categorical data (chi-square tests),Statistics and probability,x6024afd0,https://www.khanacademy.org/math/statistics-probability/inference-categorical-data-chi-square-tests,inference-categorical-data-chi-square-tests,Chi-square tests are a family of significance tests that give us ways to test hypotheses about distributions of categorical data. This topic covers goodness-of-fit tests to see if sample data fits a hypothesized distribution  and tests for independence between two categorical variables.
Advanced regression (inference and transforming),Statistics and probability,x0465ccc4,https://www.khanacademy.org/math/statistics-probability/advanced-regression-inference-transforming,advanced-regression-inference-transforming,Advanced regression will introduce you to regression methods when data has  a nonlinear pattern.
Analysis of variance (ANOVA),Statistics and probability,x33610417,https://www.khanacademy.org/math/statistics-probability/analysis-of-variance-anova-library,analysis-of-variance-anova-library,Analysis of variance  also called ANOVA  is a collection of methods for comparing multiple means across different groups.
Scatterplots,High school statistics,xb488d4d2,https://www.khanacademy.org/math/probability/scatterplots-a1,scatterplots-a1,Scatterplots show us relationships and patterns in data  and we use those patterns to make predictions.
Data distributions,High school statistics,x2394bd7b,https://www.khanacademy.org/math/probability/data-distributions-a1,data-distributions-a1,Data makes more sense when we graph it and summarize it with numbers.
Two-way tables,High school statistics,x2143fc3d,https://www.khanacademy.org/math/probability/two-way-tables-categorical-data-a1,two-way-tables-categorical-data-a1,Two-way tables show us relationships between categorical variables.
Study design,High school statistics,xdd704d10,https://www.khanacademy.org/math/probability/study-design-a1,study-design-a1,Getting reliable data is vital if we want to make correct conclusions.The process of collecting data through studies involves sampling  observations  surveys  and experiments.
Probability,High school statistics,x8d0deee9,https://www.khanacademy.org/math/probability/probability-geometry,probability-geometry,Few things are certain in life. Probability gives us an idea of the likelihood or unlikelihood of different outcomes.
Binomial probability,High school statistics,x09700ef4,https://www.khanacademy.org/math/probability/binomial-probability-a2,binomial-probability-a2,If you roll five dice  what’s the probability that three of them show a 6? In a group of 20 strangers  what’s the probability that more than half of them were born in the summer? Learn about binomial probability to answer these types of problems.
Normal distributions,High school statistics,xf1304f59,https://www.khanacademy.org/math/probability/normal-distributions-a2,normal-distributions-a2,A Normal distribution is a very special and common distribution that is fundamental to learning about statistics. Normal distributions describe many real world phenomena from scores on exams to lengths of wings on bugs.
Analyzing categorical data,AP®︎ Statistics,x8963b051,https://www.khanacademy.org/math/ap-statistics/analyzing-categorical-ap,analyzing-categorical-ap,This unit covers methods for dealing with data that falls into categories. Learn how to use bar graphs  Venn diagrams  and two-way tables to see patterns and relationships in categorical data.
Displaying and describing quantitative data,AP®︎ Statistics,xc5c6d4a3,https://www.khanacademy.org/math/ap-statistics/quantitative-data-ap,quantitative-data-ap,This unit covers some basic methods for graphing distributions of quantitative data like dot plots  histograms  and stem and leaf plots. We'll also explore how to use those displays to compare the features of different distributions.
Summarizing quantitative data,AP®︎ Statistics,x579ce47a4dd8c3b4,https://www.khanacademy.org/math/ap-statistics/summarizing-quantitative-data-ap,summarizing-quantitative-data-ap,This unit covers common measures of center like mean and median. We'll also learn to measure spread or variability with standard deviation and interquartile range  and use these ideas to determine what data can be considered an outlier.
Modeling data distributions,AP®︎ Statistics,x721c1da4,https://www.khanacademy.org/math/ap-statistics/density-curves-normal-distribution-ap,density-curves-normal-distribution-ap,This unit takes our understanding of distributions to the next level. We'll measure the position of data within a distribution using percentiles and z-scores  we'll learn what happens when we transform data  we'll study how to model distributions with density curves  and we'll look at one of the most important families of distributions called Normal distributions.
Exploring bivariate numerical data,AP®︎ Statistics,xa8f24a65,https://www.khanacademy.org/math/ap-statistics/bivariate-data-ap,bivariate-data-ap,We use scatter plots to explore the relationship between two quantitative variables  and we use regression to model the relationship and make predictions. This unit explores linear regression and how to assess the strength of linear models.
Study design,AP®︎ Statistics,x35c4443c,https://www.khanacademy.org/math/ap-statistics/gathering-data-ap,gathering-data-ap,Statistics is all about forming questions and gathering data to explore those questions. This unit covers sampling and survey methods  observational studies  and basic experiment design.
Probability,AP®︎ Statistics,xf4049d4c,https://www.khanacademy.org/math/ap-statistics/probability-ap,probability-ap,This unit on probability covers how to use simulations to calculate experimental probabilities and a variety of other methods (the addition rule  the multiplication rule  conditional probability) for calculating probability. Later  we'll use our understanding of probability to answer statistical questions.
Random variables,AP®︎ Statistics,xbf4f65d9,https://www.khanacademy.org/math/ap-statistics/random-variables-ap,random-variables-ap,A random variable is some outcome from a chance process  like how many heads will occur in a series of 20 flips (a discrete random variable)  or how many seconds it took someone to read this sentence (a continuous random variable). We calculate probabilities of random variables  calculate expected value  and look what happens when we transform and combine random variables.
Sampling distributions,AP®︎ Statistics,x7b74ca36,https://www.khanacademy.org/math/ap-statistics/sampling-distribution-ap,sampling-distribution-ap,A sampling distribution shows every possible result a statistic can take in every possible sample from a population and how often each result happens. This unit covers how sample proportions and sample means behave in repeated samples.
Confidence intervals,AP®︎ Statistics,x2d9f2f64,https://www.khanacademy.org/math/ap-statistics/estimating-confidence-ap,estimating-confidence-ap,Confidence intervals give us a range of plausible values for some unknown population parameter based on results from a sample. This unit covers confidence intervals for means and proportions using data from one sample.
Significance tests (hypothesis testing),AP®︎ Statistics,x8ddb0877,https://www.khanacademy.org/math/ap-statistics/tests-significance-ap,tests-significance-ap,If a basketball player says they make 75% of the shots they take  but they only make 65% of shots in a sample  does that mean they're lying? Significance tests give us a formal process for using sample data to evaluate how plausible a claim about a population value is. We calculate P-values to see how likely sample results are to occur by random chance  and we use P-values to make conclusions about hypotheses.
Inference comparing two groups or populations,AP®︎ Statistics,xce205835ebad0bc7,https://www.khanacademy.org/math/ap-statistics/two-sample-inference,two-sample-inference,If a poll from one location shows 55% of voters support a measure  but a poll from another location shows 45% support  does that mean there is a difference between the two populations? We can make a confidence interval to estimate the difference  or do a significance test to see if the difference is significant. We'll use similar methods to compare the means of two groups.
Chi-square tests for categorical data,AP®︎ Statistics,x4dbf1e99f193d857,https://www.khanacademy.org/math/ap-statistics/chi-square-tests,chi-square-tests,Learn to test how well sample counts of a categorical variable fit some hypothesized distribution  or  if the distribution of a categorical variable is similar or not across multiple groups.
More on regression,AP®︎ Statistics,x46453816327a62ac,https://www.khanacademy.org/math/ap-statistics/inference-slope-linear-regression,inference-slope-linear-regression,Learn how to perform inference on slope in least-squares regression. We'll make confidence intervals and do significance tests to see if a linear relationship in a sample suggests a relationship exists in the corresponding population.
Prepare for the 2020 AP®︎ Statistics Exam,AP®︎ Statistics,x5f69678d0d3c73f7,https://www.khanacademy.org/math/ap-statistics/prepare-for-the-2020-ap-statistics-exam,prepare-for-the-2020-ap-statistics-exam,Check out some examples of worked free-response items from previous exams  and practice choosing an appropriate inference procedure given a scenario.
AP®︎ Statistics Standards mappings,AP®︎ Statistics,x5b7326b40bb82894,https://www.khanacademy.org/math/ap-statistics/ap-statistics-standards-mappings,ap-statistics-standards-mappings,Dig into the world of AP®︎ Statistics and find out how our free course material aligns with the standards set by the College Board.
Complex numbers,Precalculus,x2eac05a991f3daf7,https://www.khanacademy.org/math/precalculus/x9e81a4f98389efdf:complex,x9e81a4f98389efdf:complex,In Algebra 2  students were introduced to the complex numbers and performed basic operations with them. In this unit  we extend this concept and perform more sophisticated operations  like dividing complex numbers. We also learn about a different way to represent complex numbers—polar form.
Polynomials,Precalculus,xe5e4a94e5fae32e4,https://www.khanacademy.org/math/precalculus/x9e81a4f98389efdf:polynomials,x9e81a4f98389efdf:polynomials,In Algebra 2  students learned a lot about polynomial functions. In this unit  we tackle advanced topics like the Binomial Theorem and the Fundamental Theorem of Algebra. We will also perform more challenging polynomial division and dive deeper into the graphical method for solving equations.
Composite functions,Precalculus,x73a692e3fa3a7e21,https://www.khanacademy.org/math/precalculus/x9e81a4f98389efdf:composite,x9e81a4f98389efdf:composite,We can compose functions by making the output of one function the input of another one. This simple-yet-rich idea opens up a world of fascinating applications.
Trigonometry,Precalculus,x19857b64d324594c,https://www.khanacademy.org/math/precalculus/x9e81a4f98389efdf:trig,x9e81a4f98389efdf:trig,In Algebra 2  students learned about the trigonometric functions. In this unit  we extend this world by proving various trigonometric identities and defining the inverse trigonometric functions  which allow us to solve trigonometric equations.
Vectors,Precalculus,x82a94acb1662e168,https://www.khanacademy.org/math/precalculus/x9e81a4f98389efdf:vectors,x9e81a4f98389efdf:vectors,Learn what vectors are and how they can be used to model real-world situations. Perform various operations with vectors like adding  subtracting  scaling  and conversion between rectangular to polar coordinates.
Matrices,Precalculus,xf3359483e23b2c11,https://www.khanacademy.org/math/precalculus/x9e81a4f98389efdf:matrices,x9e81a4f98389efdf:matrices,Learn what matrices are and about their various uses: solving systems of equations  transforming shapes and vectors  and representing real-world situations. Learn how to add  subtract  and multiply matrices  and find the inverses of matrices.
Series,Precalculus,x5cb908fc82fc0822,https://www.khanacademy.org/math/precalculus/x9e81a4f98389efdf:series,x9e81a4f98389efdf:series,An assortment of concepts in math that help us deal with sequences and proofs.
Conic sections,Precalculus,x1b174b48ff8c5152,https://www.khanacademy.org/math/precalculus/x9e81a4f98389efdf:conics,x9e81a4f98389efdf:conics,Learn about the four conic sections and their equations: Circle  Ellipse  Parabola  and Hyperbola.
Probability and combinatorics,Precalculus,xfdf2af743c0d3e11,https://www.khanacademy.org/math/precalculus/x9e81a4f98389efdf:prob-comb,x9e81a4f98389efdf:prob-comb,Probability and combinatorics are the conceptual framework on which the world of statistics is built. Besides this important role  they are just fascinating and surprisingly fun!
Limits and continuity,Differential Calculus,x5c2512ae3554293f,https://www.khanacademy.org/math/differential-calculus/dc-limits,dc-limits,Limits describe the behavior of a function as we approach a certain input value  regardless of the function's actual value there. Continuity requires that the behavior of a function around a point matches the function's value at that point. These simple yet powerful ideas play a major role in all of calculus.
Derivatives definition and basic rules,Differential Calculus,xbd6cd865e14ffa74,https://www.khanacademy.org/math/differential-calculus/dc-diff-intro,dc-diff-intro,The derivative of a function describes the function's instantaneous rate of change at a certain point. Another common interpretation is that the derivative gives us the slope of the line tangent to the function's graph at that point. Learn how we define the derivative using limits. Learn about a bunch of very useful rules (like the power  product  and quotient rules) that help us find derivatives quickly.
Derivatives chain rule and other advanced topics,Differential Calculus,xab204ad888d46826,https://www.khanacademy.org/math/differential-calculus/dc-chain,dc-chain,The chain rule tells us how to find the derivative of a composite function. This is an exceptionally useful rule  as it opens up a whole world of functions (and equations!) we can now differentiate. Also learn how to use all the different derivative rules together in a thoughtful and strategic manner.
Applications of derivatives,Differential Calculus,xc6d68993f5f78dd7,https://www.khanacademy.org/math/differential-calculus/dc-context-app,dc-context-app,Derivatives describe the rate of change of quantities. This becomes very useful when solving various problems that are related to rates of change in applied  real-world  situations. Also learn how to apply derivatives to approximate function values and find limits using L’Hôpital’s rule.
Analyzing functions,Differential Calculus,x3d7703dc19a01c46,https://www.khanacademy.org/math/differential-calculus/dc-analytic-app,dc-analytic-app,The first and the second derivative of a function can be used to obtain a lot of information about the behavior of that function. For example  the first derivative tells us where a function increases or decreases and where it has maximum or minimum points; the second derivative tells us where a function is concave up or down and where it has inflection points.
Parametric equations polar coordinates and vector-valued functions,Differential Calculus,xb7a0d2bb2c9b81f4,https://www.khanacademy.org/math/differential-calculus/dc-adv-funcs,dc-adv-funcs,We are used to working with functions whose output is a single variable  and whose graph is defined with Cartesian  i.e.  (x y) coordinates. But there can be other functions! For example  vector-valued functions can have two variables or more as outputs! Polar functions are graphed using polar coordinates  i.e.  they take an angle as an input and output a radius! Learn about these functions and how we apply the concept of the derivative on them.
Integrals,Integral Calculus,xfe2424d1ddc001f9,https://www.khanacademy.org/math/integral-calculus/ic-integration,ic-integration,The definite integral of a function gives us the area under the curve of that function. Another common interpretation is that the integral of a rate function describes the accumulation of the quantity whose rate is given. We can approximate integrals using Riemann sums  and we define definite integrals using limits of Riemann sums. The fundamental theorem of calculus ties integrals and derivatives together and can be used to evaluate various definite integrals.
Differential equations,Integral Calculus,x7a10a34cd2db936c,https://www.khanacademy.org/math/integral-calculus/ic-diff-eq,ic-diff-eq,Differential equations are equations that include both a function and its derivative (or higher-order derivatives). For example  y=y' is a differential equation. Learn how to find and represent solutions of basic differential equations.
Applications of integrals,Integral Calculus,x82029b0d22ed4f13,https://www.khanacademy.org/math/integral-calculus/ic-int-app,ic-int-app,Definite integrals are all about the accumulation of quantities. Let's see how they are applied in order to solve various kinds of problems.
Parametric equations polar coordinates and vector-valued functions,Integral Calculus,xd4f79f5f68065103,https://www.khanacademy.org/math/integral-calculus/ic-adv-funcs,ic-adv-funcs,We are used to working with functions whose output is a single variable  and whose graph is defined with Cartesian  i.e.  (x y) coordinates. But there can be other functions! For example  vector-valued functions can have two variables or more as outputs! Polar functions are graphed using polar coordinates  i.e.  they take an angle as an input and output a radius! Learn about these functions and how we apply the concept of the integral on them.
Series,Integral Calculus,x53029aa2ea9ca96a,https://www.khanacademy.org/math/integral-calculus/ic-series,ic-series,Series are sums of multiple terms. Infinite series are sums of an infinite number of terms. Don't all infinite series grow to infinity? It turns out the answer is no. Some infinite series converge to a finite value. Learn how this is possible and how we can tell whether a series converges and to what value. We will also learn about Taylor and Maclaurin series  which are series that act as functions and converge to common functions like sin(x) or eˣ.
Limits and continuity,AP®︎ Calculus AB,xb0caa40e7a222a7c,https://api.khanacademy.org/math/ap-calculus-ab/ab-limits-new,ab-limits-new,Limits describe the behavior of a function as we approach a certain input value  regardless of the function's actual value there. Continuity requires that the behavior of a function around a point matches the function's value at that point. These simple yet powerful ideas play a major role in all of calculus.
